"Eleição";"UF";"Nome da Empresa";"CNPJ da Empresa";"Nome do Doador";"Valor da Doação"
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FABRICIO SILVA ROSA - 50123 - Vereador - PSOL - GOIÂNIA - GO";11977
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FELIPE LUIZ DE OLIVEIRA - 51555 - Vereador - PATRIOTA - ARAÇATUBA - SP";3755
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FELIPE NETTO DE OLIVEIRA - 11011 - Vereador - PP - SERRA - ES";6025
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FELIPE PEREIRA DE CAMPOS VERGUEIRO - 22019 - Vereador - PL - CAMPINAS - SP";1510
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FELIPE THADEU PILÓ - 11500 - Vereador - PP - BELO HORIZONTE - MG";200
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FERNANDO ANTONIO LEITE CABRAL LOUREIRO - 14321 - Vereador - PTB - CAMPOS DOS GOYTACAZES - RJ";12792
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FERNANDO HENRIQUE BARCELAR - 40654 - Vereador - PSB - TIMÓTEO - MG";682
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FERNANDO HENRIQUE FABIAO - 10001 - Vereador - REPUBLICANOS - GUARULHOS - SP";5022
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FERNANDO HOLIDAY SILVA BISPO - 51000 - Vereador - PATRIOTA - SÃO PAULO - SP";46998
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FERNANDO MACEDO LIMA SOUZA - 18999 - Vereador - REDE - CAPELA DO ALTO ALEGRE - BA";90
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FERNANDO NUNES WERNER - 25250 - Vereador - DEM - CRICIÚMA - SC";150
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FERNANDO OLIVEIRA SOUZA - 30030 - Vereador - NOVO - JUIZ DE FORA - MG";15950
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FILIPE AUGUSTO BATISTA DE SOUZA - 77111 - Vereador - SOLIDARIEDADE - BELO HORIZONTE - MG";275
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FILIPE BARROS LIMA - 25222 - Vereador - DEM - GARANHUNS - PE";125
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FLAVIA DE SÁ SOTTO MAIOR - 12108 - Vereador - PDT - CURITIBA - PR";17482
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FLAVIO AUGUSTO ISSA - 10456 - Vereador - REPUBLICANOS - JACAREÍ - SP";4320
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FLÁVIO DE OLIVEIRA RODRIGUES - 22380 - Vereador - PL - ARACAJU - SE";450
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FLAVIO MEDEIROS LEANDRO DE CASTRO - 90800 - Vereador - PROS - PARNAMIRIM - RN";210
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FRANCINE OLSEN - 30333 - Vereador - NOVO - JOINVILLE - SC";11857
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FRANCIS RIBEIRO TEIXEIRA - 11015 - Vereador - PP - SANTA MARIA - RS";200
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FRANCISCO ANTONIO CORDEIRO - 51313 - Vereador - PATRIOTA - SÃO PAULO - SP";100
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FRANCISCO JOSÉ LEAL REBELLO - 36936 - Vereador - PTC - RIO DE JANEIRO - RJ";2349
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FRANCISCO MÁRCIO MARTINS BARBOSA - 90000 - Vereador - PROS - FORTALEZA - CE";3663
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FRANCISCO RODRIGUES DE OLIVEIRA - 15 - Prefeito - MDB - PACAJÁ - PA";400
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FRED WILLIAM FELIPE - 17000 - Vereador - PSL - DUQUE DE CAXIAS - RJ";1900
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GABRIEL BERTOCHI DOS SANTOS - 17012 - Vereador - PSL - SUMARÉ - SP";600
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GABRIEL BRAGA FARHAT - 30100 - Vereador - NOVO - CURITIBA - PR";7156
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GABRIEL BUENO FIORAVANTI - 15615 - Vereador - MDB - VALINHOS - SP";760
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GABRIEL CESAR DE ANDRADE - 30500 - Vereador - NOVO - FLORIANÓPOLIS - SC";5590
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GABRIEL GONCALVES ZANON - 19019 - Vereador - PODE - ITAJAÍ - SC";2605
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GABRIEL KRITIKOS DE REZENDE - 30999 - Vereador - NOVO - CURITIBA - PR";100
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GABRIEL LUIZ MONTEIRO DE OLIVEIRA - 55190 - Vereador - PSD - RIO DE JANEIRO - RJ";12042.74
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GABRIEL MICELI DE CARVALHO - 40440 - Vereador - PSB - SANTOS - SP";5938.77
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GEINYSSON CALVO DA SILVA - 28318 - Vereador - PRTB - MACAPÁ - AP";350
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GERALDO ESTANISLAU - 70 - Prefeito - AVANTE - VARGEM - SP";1150
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GERSILON SILVA DA GAMA - 45 - Prefeito - PSDB - DOM ELISEU - PA";25400
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GERSON BARBOSA DE SOUZA - 15111 - Vereador - MDB - RIO DE JANEIRO - RJ";31525.98
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GIDEON OLIVEIRA DO NASCIMENTO - 55655 - Vereador - PSD - SÃO JOSÉ DOS PINHAIS - PR";2189
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GILVANILDO FERREIRA DE ARRUDA FILHO - 20038 - Vereador - PSC - FLORIANÓPOLIS - SC";250
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GIORGIA JESSICA MARCILIO CAMARGO DE PELEGRIN - 22200 - Vereador - PL - CRICIÚMA - SC";1000
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GIORGIO AGUIAR DA SILVA - 30123 - Vereador - NOVO - CUIABÁ - MT";1834
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GLADSON DAVID DA SILVA REIS - 11656 - Vereador - PP - BELO HORIZONTE - MG";340
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GLAUCO AURÉLIO MORIMATSU DO NASCIMENTO - 17767 - Vereador - PSL - CAMPO GRANDE - MS";210
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GLAUCO NOVELLO BRAIDO - 55155 - Vereador - PSD - SÃO BERNARDO DO CAMPO - SP";3470
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GLAUDENÍZIO DA SILVA DIEB - 90 - Prefeito - PROS - PINDORETAMA - CE";285
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GRACIMERI VIEIRA SOEIRO DE CASTRO GAVIORNO - 20 - Prefeito - PSC - SERRA - ES";4449
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GUILHERME ACILIO DE ASSIS E SILVA - 12222 - Vereador - PDT - CRUCILÂNDIA - MG";695
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GUILHERME BENEDETTO TODESCHINI - 25500 - Vereador - DEM - PORTO ALEGRE - RS";520
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GUILHERME DAMASCENO FERNANDES - 45123 - Vereador - PSDB - CAMPINAS - SP";8209.77
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GUSTAVO BRENDO DOS SANTOS - 77010 - Vereador - SOLIDARIEDADE - NATAL - RN";50
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GUSTAVO MUSA DESSIYEH LEMES - 25678 - Vereador - DEM - SÃO JOSÉ DO RIO PRETO - SP";1370
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"GUSTAVO WALKER FRANÇOSO - 51111 - Vereador - PATRIOTA - ARUJÁ - SP";410
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"HAMILTON TROMBELLI - 19999 - Vereador - PODE - TIMBÓ - SC";375
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"HÉCTOR ALVARES BEZERRA - 17 - Prefeito - PSL - MIRASSOL D'OESTE - MT";835
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"HEMANUELLE DI LARA SIQUEIRA JACOB - 50 - Prefeito - PSOL - GOIÂNIA - GO";610
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"HENRIQUE DE OLIVEIRA LIMA - 13130 - Vereador - PT - RECIFE - PE";200
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"HENRIQUE EDUARDO DOS SANTOS NEIVA - 30888 - Vereador - NOVO - NATAL - RN";755
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"HENRIQUE KRIGNER LAINO - 11011 - Vereador - PP - SÃO PAULO - SP";6992.22
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"HERBERT PEREIRA DE MELO - 40000 - Vereador - PSB - SÃO PAULO - SP";155
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"IGOR AWAD BARCELLOS - 11123 - Vereador - PP - VITÓRIA - ES";3424
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"IGOR ELSON BROMONSCHENKEL DE ALMEIDA - 19019 - Vereador - PODE - SERRA - ES";7241
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"INDIARA BARBOSA CUSTÓDIO - 30000 - Vereador - NOVO - CURITIBA - PR";3660
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"INÊS FALCÃO WANDERLEY DE ALMEIDA - 51 - Vice-prefeito - PATRIOTA - MACEIÓ - AL";4214
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"IONALDO JOSÉ ARCE - 17339 - Vereador - PSL - CAMPO GRANDE - MS";160
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"IRANI ALVEAR SARAIVA - 23 - Prefeito - CIDADANIA - CONTAGEM - MG";1924
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"IRLAN CHAVES DE OLIVEIRA MELO - 55123 - Vereador - PSD - BELO HORIZONTE - MG";2328
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ISABELA DE SOUSA PEREIRA - 23400 - Vereador - CIDADANIA - SALVADOR - BA";3265
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ISRAEL NAZARENO ATHAYDE DO AMARAL - 23623 - Vereador - CIDADANIA - BELÉM - PA";250
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ITALMAR JOSÉ PETTERS NETO - 30456 - Vereador - NOVO - JOINVILLE - SC";2764
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ÍTALO GABRIEL MOREIRA - 20190 - Vereador - PSC - SOROCABA - SP";720
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ITALOMAR ALVES BATISTTA - 19120 - Vereador - PODE - JOINVILLE - SC";260
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"IURI DANIEL TRUKITI - 51888 - Vereador - PATRIOTA - SÃO MIGUEL DOS CAMPOS - AL";205
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"IVES ROGERIO MOLLER - 55444 - Vereador - PSD - CURITIBA - PR";2274
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"IZABELITA ALVES DE ARAÚJO - 23456 - Vereador - CIDADANIA - ARACAJU - SE";100
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JACQUELINE AIME DOS REIS VILELA - 77877 - Vereador - SOLIDARIEDADE - UBERLÂNDIA - MG";235
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JAIR EDUARDO DE LIMA - 13333 - Vereador - PT - JUIZ DE FORA - MG";2350
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JANETE SILVA DE AZEVEDO - 17024 - Vereador - PSL - JOINVILLE - SC";20
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JANIS JOPLIN SILVA DE LIMA - 90009 - Vereador - PROS - MACEIÓ - AL";155
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JEAN KAISER DOS SANTOS - 25300 - Vereador - DEM - GUAÍBA - RS";285
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JEAN PAUL TERRA PRATES - 13 - Prefeito - PT - NATAL - RN";560
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JEFFERSON DA SILVA SANTOS BRAGA - 22333 - Vereador - PL - NOSSA SENHORA DO SOCORRO - SE";100
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JEFFERSON SANTOS DA SILVA - 19555 - Vereador - PODE - SÃO VICENTE - SP";3294
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JHONY OLIVEIRA DE SOUZA - 43210 - Vereador - PV - MANAUS - AM";60
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOÃO PAULO DE ARAÚJO VIEIRA - 13310 - Vereador - PT - SÃO BERNARDO DO CAMPO - SP";150
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOÃO PAULO KARAM KLEINUBING - 25 - Prefeito - DEM - BLUMENAU - SC";900
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOÃO PEDRO CARVALHO ROCHA - 23023 - Vereador - CIDADANIA - IBATIBA - ES";1175
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOAO VICTOR TAYAH LIMA - 13013 - Vereador - PT - MANAUS - AM";1715
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOAO VICTOR VIANA PEREIRA - 23456 - Vereador - CIDADANIA - SÃO BERNARDO DO CAMPO - SP";3603
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOAQUIM FRANCISCO DE LIMA - 40123 - Vereador - PSB - MONTES CLAROS - MG";560
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JONATHAN ADRE DE FREITAS NEVES - 19030 - Vereador - PODE - MACAPÁ - AP";395
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JONILSON CARVALHO DE OLIVEIRA JUNIOR - 22100 - Vereador - PL - NATAL - RN";100
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JORGE AUGUSTO TALARICO DE MIRANDA - 10111 - Vereador - REPUBLICANOS - SUZANO - SP";75
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JORGE RODRIGO VALVERDE SANTANA - 13 - Prefeito - PT - MOGI DAS CRUZES - SP";3249
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSAN LEITE PEREIRA BARROS - 51 - Prefeito - PATRIOTA - MACEIÓ - AL";2050
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSÉ ADAILTON CRUZ PEREIRA - 40222 - Vereador - PSB - RIO BRANCO - AC";260
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSE BATISTA GUSMAO - 55151 - Vereador - PSD - SANTO ANDRÉ - SP";3439
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSE CORREIA DA SILVA JUNIOR - 30555 - Vereador - NOVO - SÃO PAULO - SP";2556.11
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSÉ DE LORENZO MESSINA - 55155 - Vereador - PSD - SÃO PAULO - SP";16356.99
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSE DE SOUSA PEREIRA - 12 - Vice-prefeito - PDT - CRUCILÂNDIA - MG";1000
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSE GERALDO MARTINS JUNIOR - 11 - Prefeito - PP - SANTO ANTÔNIO DO PINHAL - SP";735
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSÉ LUIZ GARCIA - 12990 - Vereador - PDT - ASSIS - SP";100
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSE MARIA DE SOUZA - 17730 - Vereador - PSL - GOVERNADOR VALADARES - MG";3389
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSÉ ORESTES BORGES GUIMARÃES - 11111 - Vereador - PP - ITUMBIARA - GO";200
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSÉ ROBERTO RODRIGUES DE OLIVEIRA - 45190 - Vereador - PSDB - SÃO PAULO - SP";8130
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSÉ SEBASTIÃO PEREIRA DA SILVA - 25123 - Vereador - DEM - GARANHUNS - PE";50
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSE WANDERLEY BARBOSA PEDROSO - 14777 - Vereador - PTB - GUARULHOS - SP";375
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSÉ WILLIAMS DA SILVA - 65999 - Vereador - PC do B - MACEIÓ - AL";1064
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JOSENILDO RIBEIRO DE FREITAS - 22222 - Vereador - PL - JANDIRA - SP";4500
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JUELI GOMES DE LIMA - 51 - Prefeito - PATRIOTA - INDAIATUBA - SP";1845
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JULIAN ANDERSON ALVES BRITO - 77234 - Vereador - SOLIDARIEDADE - SÃO PAULO - SP";35
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JULIANA DE CAIRES BONFIM - 40144 - Vereador - PSB - SALVADOR - BA";600
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JULIO CESAR MACHADO MARTINS - 33003 - Vereador - PMN - ITAGUAÍ - RJ";425
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JULIO TAJRA FORTES - 25007 - Vereador - DEM - TERESINA - PI";1124
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"JUZILEIDE CARVALHO DO NASCIMENTO - 13777 - Vereador - PT - PETROLINA - PE";1650
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"KATIA MARIA DOS SANTOS - 13147 - Vereador - PT - GOIÂNIA - GO";4208
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"KEITCHELE LIMA DA SILVA - 50777 - Vereador - PSOL - SÃO PAULO - SP";22637
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"KIM FERREIRA DE MELO MEDEIROS - 30030 - Vereador - NOVO - NATAL - RN";2060
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LANDSTONE TIMOTEO FILHO - 13013 - Vereador - PT - BELO HORIZONTE - MG";375
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LARA LUISA SILVA GOMES FRANCO - 12 - Prefeito - PDT - PARACATU - MG";600
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LEANDRO AFONSO CRUZ - 13000 - Vereador - PT - BELO HORIZONTE - MG";240
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LEANDRO AMARAL COSTA - 11200 - Vereador - PP - CONTAGEM - MG";1600
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LEANDRO SCHMOCKEL GONÇALVES - 30 - Prefeito - NOVO - JARAGUÁ DO SUL - SC";14905
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LEANDRO SILVA DE ARAUJO - 43000 - Vereador - PV - CUBATÃO - SP";325
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LENILDA LUNA DE ALMEIDA - 80 - Prefeito - UP - MACEIÓ - AL";3084
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LENINA RIBEIRO MACHADO REZENDE - 30030 - Vereador - NOVO - GOIÂNIA - GO";1500
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LEONARDO DA FONSECA DIAS - 55555 - Vereador - PSD - MACEIÓ - AL";6185
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LEONARDO DA SILVA - 23230 - Vereador - CIDADANIA - BELO HORIZONTE - MG";1710
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LEONARDO DOS SANTOS RAMOS - 55432 - Vereador - PSD - SÃO PAULO - SP";5903
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LEONARDO GABRIEL DA SIVA SCHULTZ - 22300 - Vereador - PL - JOINVILLE - SC";1040
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LEONARDO PEREIRA E SILVA - 22000 - Vereador - PL - MURIAÉ - MG";3449
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LETICIA GARCES DE SOUZA - 13456 - Vereador - PT - GOIÁS - GO";525
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LETICIA VASCONCELLOS BUENO DANTAS - 51321 - Vereador - PATRIOTA - SÃO PAULO - SP";1050
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LIANA CRISTINA DA COSTA CIRNE LINS - 13100 - Vereador - PT - RECIFE - PE";37517
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUAN PYTTER PINHEIRO - 36360 - Vereador - PTC - SÃO LUÍS - MA";1000
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUCAS DAVIDSON GUEDES - 12777 - Vereador - PDT - CONTAGEM - MG";635
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUCAS DOS SANTOS SERAFIM - 17123 - Vereador - PSL - CAMPO GRANDE - MS";350
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUCAS GULHERME SASSE - 12001 - Vereador - PDT - BALNEÁRIO CAMBORIÚ - SC";95
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUCIA ERIKA DE OLIVEIRA BARRETO - 28011 - Vereador - PRTB - MANAUS - AM";2064
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUCIANA LIMA DE OLIVEIRA PAULETTI - 25123 - Vereador - DEM - ILHÉUS - BA";225
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUCIANA RODRIGUES LEAL - 55100 - Vereador - PSD - BELÉM - PA";2654
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUCIANA TRINDADE DE MACEDO - 40180 - Vereador - PSB - SÃO PAULO - SP";150
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUCIANO RIBEIRO FALCÃO - 50100 - Vereador - PSOL - NATAL - RN";3754
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUÍS EDUARDO FALCÃO FERREIRA - 19 - Prefeito - PODE - PATOS DE MINAS - MG";9590
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUÍS GUSTAVO EIFLER FERREIRA - 17017 - Vereador - PSL - CAMPO GRANDE - MS";200
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUIS GUSTAVO VERDICCHIO BENÁ - 10500 - Vereador - REPUBLICANOS - PIRACICABA - SP";915
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUIZ BORGES DA CRUZ - 55 - Prefeito - PSD - ALTO HORIZONTE - GO";12091
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"LUIZ GUSTAVO POTKUL DE OLIVEIRA - 40100 - Vereador - PSB - VILA VELHA - ES";1190
