"Eleição";"UF";"Nome da Empresa";"CNPJ da Empresa";"Nome do Doador";"Valor da Doação"
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"MARLENE APARECIDA DA SILVA - 10963 - Vereador - REPUBLICANOS - PIRACICABA - SP";170
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"MARLI FERREIRA DE FREITAS - 23123 - Vereador - CIDADANIA - JATAÍ - GO";100
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"MAYARA INÊS COLZANI - 50 - Prefeito - PSOL - JOINVILLE - SC";770
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"NATANIELLE ALMADA TOMASI ANTUNES - 80180 - Vereador - UP - PORTO ALEGRE - RS";1775
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"OSVALDO BATISTA ACIOLY MACIEL - 21000 - Vereador - PCB - MACEIÓ - AL";770
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"PAULO CESAR MARTINS - 36360 - Vereador - PTC - GUARULHOS - SP";380
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"PAULO ROBERTO BOTÃO - 13500 - Vereador - PT - PIRACICABA - SP";645
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"PRISCILA VOIGT SEVERIANO - 80123 - Vereador - UP - PORTO ALEGRE - RS";2030
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"ROBERTA STOPA - 13300 - Vereador - PT - OURINHOS - SP";3635
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"ROSANA DOS SANTOS MIRANDA - 43420 - Vereador - PV - NITERÓI - RJ";60
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"SÂMARA SOUZA AZEVEDO DE JESUS - 40011 - Vereador - PSB - SALVADOR - BA";10
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"SANDRO AURELIO DOS SANTOS WINK - 25650 - Vereador - DEM - PORTO ALEGRE - RS";50
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"SÉRGIO MICHEL PENTER - 22123 - Vereador - PL - JOINVILLE - SC";220
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"VINICIUS STONE SILVA - 80080 - Vereador - UP - PORTO ALEGRE - RS";3500
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"WALASSE SANTOS DE SOUZA - 80520 - Vereador - UP - PORTO ALEGRE - RS";1635
"Eleições Municipais 2020";"SP";"CFZ - ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.";"08921569000100";"YNGRID PINTO DE SOUSA - 90180 - Vereador - PROS - SERRA - ES";460
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ABILIO JACQUES BRUNINI MOUMER - 19 - Prefeito - PODE - CUIABÁ - MT";13083
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ADALBERTO DE SOUZA - 11000 - Vereador - PP - CASA BRANCA - SP";300
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ADEILDE ALVES PEREIRA - 20620 - Vereador - PSC - GURUPI - TO";240
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ADELSON FONSECA BEZERRA - 30100 - Vereador - NOVO - CAMPINAS - SP";17856.77
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ADJALMA GONÇALVES - 10789 - Vereador - REPUBLICANOS - BOA VISTA - RR";50
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ADRIANA CARDOSO BELEM - 20333 - Vereador - PSC - RIO DE JANEIRO - RJ";720
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ADRIANA DORNELLES PAZ KAMIEN - 45 - Prefeito - PSDB - MAFRA - SC";2535
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ADRIANO BORNSCHEIN SILVA - 30 - Prefeito - NOVO - JOINVILLE - SC";29417.69
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ADRIANO SILVA DE OLIVEIRA - 27 - Prefeito - DC - FRUTAL - MG";300
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALEF BRAIAN REIS - 17777 - Vereador - PSL - ITUPEVA - SP";145
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALESANDRO FERNANDES SILVA - 20002 - Vereador - PSC - MACEIÓ - AL";175
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALESSA BACELLAR CAMARINHA - 50055 - Vereador - PSOL - SÃO PAULO - SP";9514
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALESSANDRA CURSINO GUIMARÃES AVILA - 35555 - Vereador - PMB - CAÇAPAVA - SP";114
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALESSANDRA DE ABREU MINADAKIS BARBOSA - 50333 - Vereador - PSOL - GOIÂNIA - GO";500
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALESSANDRA GALLI APRÁ - 18018 - Vereador - REDE - CURITIBA - PR";3324
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALEX DIAS DA SILVA - 10 - Prefeito - REPUBLICANOS - ITAGUAÍ - RJ";800
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALEX SCHMITT - 11300 - Vereador - PP - LAJEADO - RS";7942
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALEXANDRE GARCIA ARAÚJO - 13500 - Vereador - PT - VITÓRIA DA CONQUISTA - BA";13324
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALEXANDRE JOSÉ BERARDINELLI ARRAES - 19000 - Vereador - PODE - RIO DE JANEIRO - RJ";23430
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALEXANDRE VALIM MACHADO - 70001 - Vereador - AVANTE - GUARAPARI - ES";575
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALISSON ENDI JULIO - 30300 - Vereador - NOVO - JOINVILLE - SC";1725.77
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALLAN PIERRE VASCONCELOS - 20666 - Vereador - PSC - MACEIÓ - AL";1064
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALONSO BARTOLAZZI BARBOSA - 40040 - Vereador - PSB - CAMPOS DOS GOYTACAZES - RJ";750
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ALVARO JOBAL TEODORO SALVAIA NETO - 45020 - Vereador - PSDB - PENÁPOLIS - SP";570
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"AMANDA BRITO PARISH DE ORLEANS - 19000 - Vereador - PODE - CATU - BA";2328
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"AMANDA VETTORAZZO CARNEIRO - 51500 - Vereador - PATRIOTA - SÃO PAULO - SP";2410
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANA CLAUDIA LARA DO CARMO PAULINO - 70321 - Vereador - AVANTE - PETRÓPOLIS - RJ";85
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANA ISABEL NUNES BARBOSA - 14777 - Vereador - PTB - ALEXÂNIA - GO";1150
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANA KARINA BLOCH BUSO BORIN - 40040 - Vereador - PSB - JUNDIAÍ - SP";1564
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANA LUIZA GUIMARÃES PEREIRA - 13013 - Vereador - PT - CIDADE OCIDENTAL - GO";3890
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANDERSON APARECIDO SANCHES - 40321 - Vereador - PSB - SANTO ANDRÉ - SP";350
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANDERSON DALÉCIO FELICIANO - 13616 - Vereador - PT - SÃO BERNARDO DO CAMPO - SP";1600
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANDERSON WILLIAM SIMÕES BORGES - 25123 - Vereador - DEM - LAGES - SC";4910
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANDRÉ LUIZ ZUCCHETTO DE ABREU - 18888 - Vereador - REDE - VILA VELHA - ES";1864
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANDRÉA CORRÊA GONÇALVES - 50550 - Vereador - PSOL - ARMAÇÃO DOS BÚZIOS - RJ";475
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANDREA DE ANDRADE PACHECO - 25123 - Vereador - DEM - TERESÓPOLIS - RJ";100
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANGELICA DE JESUS SANTOS - 13247 - Vereador - PT - SÃO JOÃO DE MERITI - RJ";1200
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANISIO CARLOS DE LIMA NETO - 45123 - Vereador - PSDB - MACEIÓ - AL";465
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANTONIO ALEXANDRE DE LIMA CASTRO - 23023 - Vereador - CIDADANIA - UNIÃO DOS PALMARES - AL";300
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANTONIO CASTRO ALVES RIBEIRO - 40222 - Vereador - PSB - PAULÍNIA - SP";350
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ANTONIO SEVERINO DE BRITO - 10123 - Vereador - REPUBLICANOS - PETRÓPOLIS - RJ";350
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"APARECIDA DE OLIVEIRA PINTO - 13013 - Vereador - PT - JUIZ DE FORA - MG";29081
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ARIANA DE CÁSSIA RUMSTAIN - 13110 - Vereador - PT - SÃO BERNARDO DO CAMPO - SP";5389
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ARISTIDES MERCES NETO - 30700 - Vereador - NOVO - SALVADOR - BA";1800
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ARNALDO FELISBERTO IMBIRIBA DA ROCHA NETO - 14200 - Vereador - PTB - MANAUS - AM";1195
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ARTHUR MOLEDO DO VAL - 51 - Prefeito - PATRIOTA - SÃO PAULO - SP";649555.09
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ARTHUR SÉRGIO MOUÇO VALENTE - 13787 - Vereador - PT - JUIZ DE FORA - MG";5703
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"BENVINDA RAQUEL DANGELO MOURA - 50051 - Vereador - PSOL - SÃO JOÃO DEL REI - MG";1085
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"BRENDA DE OLIVEIRA MELO - 13000 - Vereador - PT - VITÓRIA - ES";1210
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"BRIVALDO MARQUES SILVA NETO - 20123 - Vereador - PSC - MACEIÓ - AL";745
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"BRUNO ALVES SANTANA - 51040 - Vereador - PATRIOTA - CAMPOS DOS GOYTACAZES - RJ";120
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"BRUNO CÉSAR CASTRO CUNHA - 13000 - Vereador - PT - RIBEIRÃO PRETO - SP";850
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"BRUNO GUIMARÃES DOS SANTOS - 36007 - Vereador - PTC - NITERÓI - RJ";1200
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"BRUNO HENRIQUE LEITE CAMARGO - 25615 - Vereador - DEM - MONTE MOR - SP";4564
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"BRUNO MAMEDE PIRES DE ATAIDES - 13113 - Vereador - PT - PIRES DO RIO - GO";260
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"BRUNO ZAMBELLI SALGADO - 28800 - Vereador - PRTB - SÃO PAULO - SP";1525
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CAIO CARVALHAL PINHEIRO CARNEIRO - 19888 - Vereador - PODE - SÃO LUÍS - MA";550
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CAIO CESAR MACHADO DA CUNHA - 19 - Prefeito - PODE - MOGI DAS CRUZES - SP";5524
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CAIO EIJI SIRAHATA - 51999 - Vereador - PATRIOTA - SÃO PAULO - SP";1045
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CAIO MIRANDA CARNEIRO - 25111 - Vereador - DEM - SÃO PAULO - SP";5878
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CARLA SANTOS PIRES - 50500 - Vereador - PSOL - COTIA - SP";4758
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CARLOS ALEXANDRE BRAGA - 51153 - Vereador - PATRIOTA - SÃO PAULO - SP";400
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CARLOS ANTONIO SOARES - 13013 - Vereador - PT - GOIÂNIA - GO";2956
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CARLOS EDUARDO DA COSTA - 13113 - Vereador - PT - SERTÃOZINHO - SP";600
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CARLOS EDUARDO FERNANDES SANTOS - 18123 - Vereador - REDE - VITÓRIA - ES";200
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CARLOS MAGNO DE MELO NOBREGA - 17 - Prefeito - PSL - CATAGUASES - MG";1114
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CARLOS NANTES BOLSONARO - 10120 - Vereador - REPUBLICANOS - RIO DE JANEIRO - RJ";60407.21
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CARLOS ROBERTO SILVA SANTOS - 28280 - Vereador - PRTB - SALVADOR - BA";265
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CAROLINA COELHO SILVA DOS REIS - 51000 - Vereador - PATRIOTA - LAVRAS - MG";6664
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CLAUDIA MARIA GABRIEL - 25455 - Vereador - DEM - BOTUCATU - SP";3892
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CLAUDIO DA COSTA - 19191 - Vereador - PODE - JOINVILLE - SC";2564
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CLAUDIO DE MATTOS CARDOSO - 33331 - Vereador - PMN - BELO HORIZONTE - MG";5942
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CLAUDIO RODRIGUES LAGO - 13000 - Vereador - PT - BAURU - SP";950
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CLEBER JACOB - 55011 - Vereador - PSD - SÃO PAULO - SP";1640
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CLÉIA APARECIDA CLEMENTE GIOSOLE - 19999 - Vereador - PODE - JOINVILLE - SC";100
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CRISTIANE DAMO BERNART - 51001 - Vereador - PATRIOTA - SÃO PAULO - SP";675
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CRISTIANE PINHEIRO DUARTE - 50 - Prefeito - PSOL - CAMPO GRANDE - MS";375
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CRISTIANE REGINA CASAS FURTADO BERGER - 30030 - Vereador - NOVO - JOINVILLE - SC";735
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"CRISTINA GARVIL - 51 - Prefeito - PATRIOTA - ITUIUTABA - MG";3753
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DACIO CUNHA GOMES FILHO - 36077 - Vereador - PTC - NITERÓI - RJ";1110
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DALVA APARECIDA MOSER - 17999 - Vereador - PSL - JOINVILLE - SC";175
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DANIEL BENDER LUDWUG - 50007 - Vereador - PSOL - PORTO ALEGRE - RS";275
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DANIEL DE BRITO REIS - 65432 - Vereador - PC do B - SÃO PAULO - SP";1015
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DANIEL RIBAS DA CUNHA - 30123 - Vereador - NOVO - DOURADOS - MS";6452
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DANIEL RIBEIRO ALCOFORADO - 43210 - Vereador - PV - SANTARÉM - PA";335
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DANIELE ROSANE PEREIRA - 30188 - Vereador - NOVO - JOINVILLE - SC";200
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DANIELLE ARAÚJO MAFRA - 12010 - Vereador - PDT - NATAL - RN";3525
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DANILO BARRETO DE SOUZA - 51051 - Vereador - PATRIOTA - SÃO JOÃO DA BARRA - RJ";3946
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DARCY LOPES COSTA JUNIOR - 51321 - Vereador - PATRIOTA - SERRA - ES";6981
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DAVY ALBUQUERQUE DA FONSECA - 10101 - Vereador - REPUBLICANOS - RIO DE JANEIRO - RJ";1570
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DAYANE DIAS GOMES MIYASAKI - 10000 - Vereador - REPUBLICANOS - IVAIPORÃ - PR";75
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DEBORA PEGORARI RIBEIRO AMARAL - 77400 - Vereador - SOLIDARIEDADE - UBERABA - MG";260
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DEIVISON OLIVEIRA DE ASSIS - 10200 - Vereador - REPUBLICANOS - SABARÁ - MG";350
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DENIAN COUTO COELHO - 19019 - Vereador - PODE - CURITIBA - PR";10178
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DENIS DA SILVA PEREIRA - 13535 - Vereador - PT - MANAUS - AM";1100
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DERINEIDE BARBOZA CORDEIRO - 50111 - Vereador - PSOL - JUAZEIRO DO NORTE - CE";75
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DHIEGO ADAUTO MAGALHÃES MOURATO - 20015 - Vereador - PSC - PETROLINA - PE";1055
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DIANETE SOUZA REIS LOPES - 13130 - Vereador - PT - CORONEL FABRICIANO - MG";450
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DIEGO ROBERTO AFONSO - 17111 - Vereador - PSL - MANAUS - AM";17416
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DIEGO SILVA VIEIRA - 90021 - Vereador - PROS - MANGARATIBA - RJ";1050
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DIEGO VALE - 77 - Prefeito - SOLIDARIEDADE - CAICÓ - RN";125
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DIRK HENNING - 30100 - Vereador - NOVO - JOINVILLE - SC";775
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DOUGLAS AMPARADO CABRAL - 45888 - Vereador - PSDB - DIADEMA - SP";1550
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DOUGLAS DE OLIVEIRA - 70321 - Vereador - AVANTE - SALTO - SP";450
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"DOUGLAS DE SOUZA GOMES - 36000 - Vereador - PTC - NITERÓI - RJ";2850
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"EDEGAR BELZ JUNIOR - 30000 - Vereador - NOVO - CUIABÁ - MT";290
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"EDMILSON LOPES ARAUJO - 40190 - Vereador - PSB - ITANHAÉM - SP";150
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"EDNILSON DE PAULA SILVA - 51251 - Vereador - PATRIOTA - SÃO PAULO - SP";410
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"EDUARDO CORRÊA SACHT - 19321 - Vereador - PODE - JOINVILLE - SC";180
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"EDUARDO JOSÉ FERRAZ - 30316 - Vereador - NOVO - CURITIBA - PR";520
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ELENICE RAMPAZZO - 55151 - Vereador - PSD - SÃO PAULO - SP";250
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ELIABE MARQUES DA SILVA - 77190 - Vereador - SOLIDARIEDADE - NATAL - RN";7585
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ELIANE DA SILVA BEZERRA - 13644 - Vereador - PT - RECIFE - PE";2149
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ELIEDER DE JESUS FERREIRA - 19 - Prefeito - PODE - MENDES PIMENTEL - MG";380
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ELIENAI DA ROCHA SILVA - 13113 - Vereador - PT - JUIZ DE FORA - MG";875
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ELISABETE OLIVEIRA DE CARVALHO BOER - 25777 - Vereador - DEM - JABOTICABAL - SP";1515
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ELISIANE SOUSA DE ANDRADE - 13613 - Vereador - PT - MANAUS - AM";60
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ELIZANDRA TAVARES DA CUNHA - 13123 - Vereador - PT - CAMPO FORMOSO - BA";125
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"EMANUEL LEITE GUIMARÃES - 40555 - Vereador - PSB - SANTO ANDRÉ - SP";100
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"EMERSON OLIVEIRA JARUDE THOMAZ - 15000 - Vereador - MDB - RIO BRANCO - AC";18323
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ERIC HENRIQUE DA SILVA OLIVEIRA - 19089 - Vereador - PODE - BRAGANÇA PAULISTA - SP";150
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"ERISVALDO FREIRE - 77789 - Vereador - SOLIDARIEDADE - NATAL - RN";1564
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"EVANDRO TERVEDO NOVAES - 14 - Prefeito - PTB - PENÁPOLIS - SP";250
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FABIANE SIMSEN - 19000 - Vereador - PODE - JOINVILLE - SC";3074.77
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FABIANO SILVA TAVORA - 19999 - Vereador - PODE - FORTALEZA - CE";3709.9
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FABIO LUIS DA SILVA - 10010 - Vereador - REPUBLICANOS - DOURADOS - MS";3714
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FÁBIO MICHEY COSTA DA SILVA - 40190 - Vereador - PSB - MACEIÓ - AL";23202
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FABIO SANTANA - 43001 - Vereador - PV - SERRA - ES";650
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FABRÍCIO GANDINE AQUINO - 23 - Prefeito - CIDADANIA - VITÓRIA - ES";51868.5
"Eleições Municipais 2020";"SP";"GOIA SERVICOS DIGITAIS";"27373369000104";"FABRÍCIO LEME FRANCO GERALDINI - 12523 - Vereador - PDT - GUARATINGUETÁ - SP";3990
